שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
"קונטרס תשובה מיראה על משנה תורה, הלכות טומאת צרעת.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר טהרה/קונטרס תשובה מיראה על משנה תורה, הלכות טומאת צרעת.txt",sefaria,6
"קונטרס תשובה מיראה על משנה תורה, הלכות ממרים.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר שופטים/קונטרס תשובה מיראה על משנה תורה, הלכות ממרים.txt",sefaria,6
"קונטרס תשובה מיראה על משנה תורה, הלכות אבל.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר שופטים/קונטרס תשובה מיראה על משנה תורה, הלכות אבל.txt",sefaria,9
"קונטרס תשובה מיראה על משנה תורה, הלכות עדות.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר שופטים/קונטרס תשובה מיראה על משנה תורה, הלכות עדות.txt",sefaria,9
"קונטרס תשובה מיראה על משנה תורה, הלכות סנהדרין והעונשין המסורין להם.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר שופטים/קונטרס תשובה מיראה על משנה תורה, הלכות סנהדרין והעונשין המסורין להם.txt",sefaria,12
"קונטרס תשובה מיראה על משנה תורה, הלכות מלכים ומלחמות.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר שופטים/קונטרס תשובה מיראה על משנה תורה, הלכות מלכים ומלחמות.txt",sefaria,14
"קונטרס תשובה מיראה על משנה תורה, הלכות מחוסרי כפרה.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר קורבנות/קונטרס תשובה מיראה על משנה תורה, הלכות מחוסרי כפרה.txt",sefaria,6
"קונטרס תשובה מיראה על משנה תורה, הלכות בכורות.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר קורבנות/קונטרס תשובה מיראה על משנה תורה, הלכות בכורות.txt",sefaria,12
"קונטרס תשובה מיראה על משנה תורה, הלכות שגגות.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר קורבנות/קונטרס תשובה מיראה על משנה תורה, הלכות שגגות.txt",sefaria,15
"קונטרס תשובה מיראה על משנה תורה, הלכות תמורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר קורבנות/קונטרס תשובה מיראה על משנה תורה, הלכות תמורה.txt",sefaria,6
"קונטרס תשובה מיראה על משנה תורה, הלכות מאכלות אסורות.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר קדושה/קונטרס תשובה מיראה על משנה תורה, הלכות מאכלות אסורות.txt",sefaria,35
"קונטרס תשובה מיראה על משנה תורה, הלכות שחיטה.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר קדושה/קונטרס תשובה מיראה על משנה תורה, הלכות שחיטה.txt",sefaria,9
"קונטרס תשובה מיראה על משנה תורה, הלכות איסורי ביאה.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר קדושה/קונטרס תשובה מיראה על משנה תורה, הלכות איסורי ביאה.txt",sefaria,9
"קונטרס תשובה מיראה על משנה תורה, הלכות שלוחין ושותפין.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר קניין/קונטרס תשובה מיראה על משנה תורה, הלכות שלוחין ושותפין.txt",sefaria,12
"קונטרס תשובה מיראה על משנה תורה, הלכות מכירה.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר קניין/קונטרס תשובה מיראה על משנה תורה, הלכות מכירה.txt",sefaria,19
"קונטרס תשובה מיראה על משנה תורה, הלכות שכנים.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר קניין/קונטרס תשובה מיראה על משנה תורה, הלכות שכנים.txt",sefaria,6
"קונטרס תשובה מיראה על משנה תורה, הלכות עבדים.txt","אוצריא/הלכה/משנה תורה/מפרשים/קונטרס תשובה מיראה/ספר קניין/קונטרס תשובה מיראה על משנה תורה, הלכות עבדים.txt",sefaria,9
"סדר משנה על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt","אוצריא/הלכה/משנה תורה/מפרשים/סדר משנה/ספר מדע/סדר משנה על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt",sefaria,139
"סדר משנה על משנה תורה, הלכות דעות.txt","אוצריא/הלכה/משנה תורה/מפרשים/סדר משנה/ספר מדע/סדר משנה על משנה תורה, הלכות דעות.txt",sefaria,112
"סדר משנה על משנה תורה, הלכות תלמוד תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/סדר משנה/ספר מדע/סדר משנה על משנה תורה, הלכות תלמוד תורה.txt",sefaria,76
"סדר משנה על משנה תורה, הלכות יסודי התורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/סדר משנה/ספר מדע/סדר משנה על משנה תורה, הלכות יסודי התורה.txt",sefaria,111
"סדר משנה על משנה תורה, הלכות תשובה.txt","אוצריא/הלכה/משנה תורה/מפרשים/סדר משנה/ספר מדע/סדר משנה על משנה תורה, הלכות תשובה.txt",sefaria,84
"סדר משנה על משנה תורה, הלכות חמץ ומצה.txt","אוצריא/הלכה/משנה תורה/מפרשים/סדר משנה/ספר זמנים/סדר משנה על משנה תורה, הלכות חמץ ומצה.txt",sefaria,81
"סדר משנה על משנה תורה, הלכות שבת.txt","אוצריא/הלכה/משנה תורה/מפרשים/סדר משנה/ספר זמנים/סדר משנה על משנה תורה, הלכות שבת.txt",sefaria,192
"סדר משנה על משנה תורה, הלכות שביתת עשור.txt","אוצריא/הלכה/משנה תורה/מפרשים/סדר משנה/ספר זמנים/סדר משנה על משנה תורה, הלכות שביתת עשור.txt",sefaria,80
"ראשון לציון על משנה תורה, הלכות תלמוד תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ראשון לציון/ספר מדע/ראשון לציון על משנה תורה, הלכות תלמוד תורה.txt",sefaria,6
"ראשון לציון על משנה תורה, הלכות יסודי התורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ראשון לציון/ספר מדע/ראשון לציון על משנה תורה, הלכות יסודי התורה.txt",sefaria,6
"ראשון לציון על משנה תורה, הלכות תשובה.txt","אוצריא/הלכה/משנה תורה/מפרשים/ראשון לציון/ספר מדע/ראשון לציון על משנה תורה, הלכות תשובה.txt",sefaria,6
מעשה רקח על הלכות תרומות.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זרעים/מעשה רקח על הלכות תרומות.txt,sefaria,376
מעשה רקח על הלכות כלאים.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זרעים/מעשה רקח על הלכות כלאים.txt,sefaria,172
מעשה רקח על הלכות מעשר שני ונטע רבעי.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זרעים/מעשה רקח על הלכות מעשר שני ונטע רבעי.txt,sefaria,202
מעשה רקח על הלכות שמיטה ויובל.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זרעים/מעשה רקח על הלכות שמיטה ויובל.txt,sefaria,220
מעשה רקח על הלכות מעשר.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זרעים/מעשה רקח על הלכות מעשר.txt,sefaria,241
מעשה רקח על הלכות מתנות עניים.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זרעים/מעשה רקח על הלכות מתנות עניים.txt,sefaria,194
מעשה רקח על הלכות בכורים.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זרעים/מעשה רקח על הלכות בכורים.txt,sefaria,277
מעשה רקח על הלכות חובל ומזיק.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר נזיקין/מעשה רקח על הלכות חובל ומזיק.txt,sefaria,200
מעשה רקח על הלכות נזקי ממון.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר נזיקין/מעשה רקח על הלכות נזקי ממון.txt,sefaria,284
מעשה רקח על הלכות רוצח ושמירת הנפש.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר נזיקין/מעשה רקח על הלכות רוצח ושמירת הנפש.txt,sefaria,264
מעשה רקח על הלכות גניבה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר נזיקין/מעשה רקח על הלכות גניבה.txt,sefaria,178
מעשה רקח על הלכות גזילה ואבידה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר נזיקין/מעשה רקח על הלכות גזילה ואבידה.txt,sefaria,347
מעשה רקח על הלכות נזירות.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר הפלאה/מעשה רקח על הלכות נזירות.txt,sefaria,267
מעשה רקח על הלכות שבועות.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר הפלאה/מעשה רקח על הלכות שבועות.txt,sefaria,225
מעשה רקח על הלכות נדרים.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר הפלאה/מעשה רקח על הלכות נדרים.txt,sefaria,326
מעשה רקח על הלכות ערכין וחרמין.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר הפלאה/מעשה רקח על הלכות ערכין וחרמין.txt,sefaria,78
מעשה רקח על הלכות בית הבחירה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר עבודה/מעשה רקח על הלכות בית הבחירה.txt,sefaria,181
מעשה רקח על הלכות מעילה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר עבודה/מעשה רקח על הלכות מעילה.txt,sefaria,125
מעשה רקח על הלכות עבודת יום הכפורים.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר עבודה/מעשה רקח על הלכות עבודת יום הכפורים.txt,sefaria,95
מעשה רקח על הלכות איסורי מזבח.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר עבודה/מעשה רקח על הלכות איסורי מזבח.txt,sefaria,151
מעשה רקח על הלכות פסולי המוקדשין.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר עבודה/מעשה רקח על הלכות פסולי המוקדשין.txt,sefaria,376
מעשה רקח על הלכות מעשה הקרבנות.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר עבודה/מעשה רקח על הלכות מעשה הקרבנות.txt,sefaria,359
מעשה רקח על הלכות כלי המקדש.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר עבודה/מעשה רקח על הלכות כלי המקדש.txt,sefaria,234
מעשה רקח על הלכות תמידין ומוספין.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר עבודה/מעשה רקח על הלכות תמידין ומוספין.txt,sefaria,202
מעשה רקח על הלכות ביאת מקדש.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר עבודה/מעשה רקח על הלכות ביאת מקדש.txt,sefaria,188
מעשה רקח על הלכות תלמוד תורה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר מדע/מעשה רקח על הלכות תלמוד תורה.txt,sefaria,159
מעשה רקח על הלכות עבודת כוכבים.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר מדע/מעשה רקח על הלכות עבודת כוכבים.txt,sefaria,392
מעשה רקח על הלכות תשובה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר מדע/מעשה רקח על הלכות תשובה.txt,sefaria,144
מעשה רקח על הלכות יסודי התורה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר מדע/מעשה רקח על הלכות יסודי התורה.txt,sefaria,124
מעשה רקח על הלכות דעות.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר מדע/מעשה רקח על הלכות דעות.txt,sefaria,83
מעשה רקח על הלכות יום טוב.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זמנים/מעשה רקח על הלכות יום טוב.txt,sefaria,498
מעשה רקח על הלכות חמץ ומצה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זמנים/מעשה רקח על הלכות חמץ ומצה.txt,sefaria,343
מעשה רקח על הלכות מגילה וחנוכה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זמנים/מעשה רקח על הלכות מגילה וחנוכה.txt,sefaria,192
מעשה רקח על הלכות תעניות.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זמנים/מעשה רקח על הלכות תעניות.txt,sefaria,192
מעשה רקח על הלכות שביתת עשור.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זמנים/מעשה רקח על הלכות שביתת עשור.txt,sefaria,89
מעשה רקח על הלכות שופר וסוכה ולולב.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זמנים/מעשה רקח על הלכות שופר וסוכה ולולב.txt,sefaria,275
מעשה רקח על הלכות שבת.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זמנים/מעשה רקח על הלכות שבת.txt,sefaria,2030
מעשה רקח על הלכות שקלים.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זמנים/מעשה רקח על הלכות שקלים.txt,sefaria,111
מעשה רקח על הלכות עירובין.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר זמנים/מעשה רקח על הלכות עירובין.txt,sefaria,398
מעשה רקח על הלכות אישות.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר נשים/מעשה רקח על הלכות אישות.txt,sefaria,992
מעשה רקח על הלכות יבום וחליצה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר נשים/מעשה רקח על הלכות יבום וחליצה.txt,sefaria,286
מעשה רקח על הלכות גירושין.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר נשים/מעשה רקח על הלכות גירושין.txt,sefaria,548
מעשה רקח על הלכות נערה בתולה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר נשים/מעשה רקח על הלכות נערה בתולה.txt,sefaria,47
מעשה רקח על הלכות סוטה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר נשים/מעשה רקח על הלכות סוטה.txt,sefaria,121
מעשה רקח על הלכות ברכות.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר אהבה/מעשה רקח על הלכות ברכות.txt,sefaria,456
מעשה רקח על הלכות מילה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר אהבה/מעשה רקח על הלכות מילה.txt,sefaria,80
מעשה רקח על הלכות קריאת שמע.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר אהבה/מעשה רקח על הלכות קריאת שמע.txt,sefaria,176
מעשה רקח על הלכות תפילה וברכת כהנים.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר אהבה/מעשה רקח על הלכות תפילה וברכת כהנים.txt,sefaria,753
מעשה רקח על הלכות ציצית.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר אהבה/מעשה רקח על הלכות ציצית.txt,sefaria,120
מעשה רקח על הלכות תפילין ומזוזה וספר תורה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר אהבה/מעשה רקח על הלכות תפילין ומזוזה וספר תורה.txt,sefaria,454
מעשה רקח על הלכות שאר אבות הטומאות.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר טהרה/מעשה רקח על הלכות שאר אבות הטומאות.txt,sefaria,317
מעשה רקח על הלכות פרה אדומה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר טהרה/מעשה רקח על הלכות פרה אדומה.txt,sefaria,191
מעשה רקח על הלכות טומאת מת.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר טהרה/מעשה רקח על הלכות טומאת מת.txt,sefaria,384
מעשה רקח על הלכות טומאת אוכלין.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר טהרה/מעשה רקח על הלכות טומאת אוכלין.txt,sefaria,274
מעשה רקח על הלכות מקואות.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר טהרה/מעשה רקח על הלכות מקואות.txt,sefaria,159
מעשה רקח על הלכות כלים.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר טהרה/מעשה רקח על הלכות כלים.txt,sefaria,433
מעשה רקח על הלכות טומאת צרעת.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר טהרה/מעשה רקח על הלכות טומאת צרעת.txt,sefaria,213
מעשה רקח על הלכות מטמאי משכב ומושב.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר טהרה/מעשה רקח על הלכות מטמאי משכב ומושב.txt,sefaria,201
מעשה רקח על הלכות חגיגה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר קורבנות/מעשה רקח על הלכות חגיגה.txt,sefaria,57
מעשה רקח על הלכות בכורות.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר קורבנות/מעשה רקח על הלכות בכורות.txt,sefaria,105
מעשה רקח על הלכות שגגות.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר קורבנות/מעשה רקח על הלכות שגגות.txt,sefaria,202
מעשה רקח על הלכות מחוסרי כפרה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר קורבנות/מעשה רקח על הלכות מחוסרי כפרה.txt,sefaria,68
מעשה רקח על הלכות קרבן פסח.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר קורבנות/מעשה רקח על הלכות קרבן פסח.txt,sefaria,171
מעשה רקח על הלכות תמורה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר קורבנות/מעשה רקח על הלכות תמורה.txt,sefaria,52
מעשה רקח על הלכות מאכלות אסורות.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר קדושה/מעשה רקח על הלכות מאכלות אסורות.txt,sefaria,506
מעשה רקח על הלכות שחיטה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר קדושה/מעשה רקח על הלכות שחיטה.txt,sefaria,479
מעשה רקח על הלכות איסורי ביאה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר קדושה/מעשה רקח על הלכות איסורי ביאה.txt,sefaria,446
מעשה רקח על הלכות מכירה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר קניין/מעשה רקח על הלכות מכירה.txt,sefaria,694
מעשה רקח על הלכות זכיה ומתנה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מעשה רקח/ספר קניין/מעשה רקח על הלכות זכיה ומתנה.txt,sefaria,321
"בן אריה על משנה תורה, הלכות מעשרות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זרעים/בן אריה על משנה תורה, הלכות מעשרות.txt",sefaria,17
"בן אריה על משנה תורה, הלכות כלאים.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זרעים/בן אריה על משנה תורה, הלכות כלאים.txt",sefaria,11
"בן אריה על משנה תורה, הלכות תרומות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זרעים/בן אריה על משנה תורה, הלכות תרומות.txt",sefaria,34
"בן אריה על משנה תורה, הלכות שמיטה ויובל.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זרעים/בן אריה על משנה תורה, הלכות שמיטה ויובל.txt",sefaria,22
"בן אריה על משנה תורה, הלכות ביכורים ושאר מתנות כהונה שבגבולין.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זרעים/בן אריה על משנה תורה, הלכות ביכורים ושאר מתנות כהונה שבגבולין.txt",sefaria,24
"בן אריה על משנה תורה, הלכות מעשר שני ונטע רבעי.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זרעים/בן אריה על משנה תורה, הלכות מעשר שני ונטע רבעי.txt",sefaria,30
"בן אריה על משנה תורה, הלכות טוען ונטען.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר משפטים/בן אריה על משנה תורה, הלכות טוען ונטען.txt",sefaria,18
"בן אריה על משנה תורה, הלכות שכירות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר משפטים/בן אריה על משנה תורה, הלכות שכירות.txt",sefaria,9
"בן אריה על משנה תורה, הלכות שאלה ופיקדון.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר משפטים/בן אריה על משנה תורה, הלכות שאלה ופיקדון.txt",sefaria,6
"בן אריה על משנה תורה, הלכות מלווה ולווה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר משפטים/בן אריה על משנה תורה, הלכות מלווה ולווה.txt",sefaria,35
"בן אריה על משנה תורה, הלכות נחלות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר משפטים/בן אריה על משנה תורה, הלכות נחלות.txt",sefaria,15
"בן אריה על משנה תורה, הלכות רוצח ושמירת נפש.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר נזיקין/בן אריה על משנה תורה, הלכות רוצח ושמירת נפש.txt",sefaria,22
"בן אריה על משנה תורה, הלכות גניבה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר נזיקין/בן אריה על משנה תורה, הלכות גניבה.txt",sefaria,9
"בן אריה על משנה תורה, הלכות נזקי ממון.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר נזיקין/בן אריה על משנה תורה, הלכות נזקי ממון.txt",sefaria,19
"בן אריה על משנה תורה, הלכות גזילה ואבידה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר נזיקין/בן אריה על משנה תורה, הלכות גזילה ואבידה.txt",sefaria,20
"בן אריה על משנה תורה, הלכות חובל ומזיק.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר נזיקין/בן אריה על משנה תורה, הלכות חובל ומזיק.txt",sefaria,9
"בן אריה על משנה תורה, הלכות שבועות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר הפלאה/בן אריה על משנה תורה, הלכות שבועות.txt",sefaria,19
"בן אריה על משנה תורה, הלכות נדרים.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר הפלאה/בן אריה על משנה תורה, הלכות נדרים.txt",sefaria,20
"בן אריה על משנה תורה, הלכות נזירות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר הפלאה/בן אריה על משנה תורה, הלכות נזירות.txt",sefaria,18
"בן אריה על משנה תורה, הלכות ערכים וחרמין.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר הפלאה/בן אריה על משנה תורה, הלכות ערכים וחרמין.txt",sefaria,25
"בן אריה על משנה תורה, הלכות פסולי המוקדשין.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר עבודה/בן אריה על משנה תורה, הלכות פסולי המוקדשין.txt",sefaria,25
"בן אריה על משנה תורה, הלכות עבודת יום הכפורים.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר עבודה/בן אריה על משנה תורה, הלכות עבודת יום הכפורים.txt",sefaria,13
"בן אריה על משנה תורה, הלכות תמידים ומוספין.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר עבודה/בן אריה על משנה תורה, הלכות תמידים ומוספין.txt",sefaria,23
"בן אריה על משנה תורה, הלכות איסורי המזבח.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר עבודה/בן אריה על משנה תורה, הלכות איסורי המזבח.txt",sefaria,24
"בן אריה על משנה תורה, הלכות מעילה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר עבודה/בן אריה על משנה תורה, הלכות מעילה.txt",sefaria,16
"בן אריה על משנה תורה, הלכות בית הבחירה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר עבודה/בן אריה על משנה תורה, הלכות בית הבחירה.txt",sefaria,27
"בן אריה על משנה תורה, הלכות כלי המקדש והעובדין בו.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר עבודה/בן אריה על משנה תורה, הלכות כלי המקדש והעובדין בו.txt",sefaria,28
"בן אריה על משנה תורה, הלכות ביאת מקדש.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר עבודה/בן אריה על משנה תורה, הלכות ביאת מקדש.txt",sefaria,17
"בן אריה על משנה תורה, הלכות מעשה הקרבנות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר עבודה/בן אריה על משנה תורה, הלכות מעשה הקרבנות.txt",sefaria,50
"בן אריה על משנה תורה, הלכות יסודי התורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר מדע/בן אריה על משנה תורה, הלכות יסודי התורה.txt",sefaria,12
"בן אריה על משנה תורה, הלכות תשובה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר מדע/בן אריה על משנה תורה, הלכות תשובה.txt",sefaria,15
"בן אריה על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר מדע/בן אריה על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt",sefaria,14
"בן אריה על משנה תורה, הלכות תלמוד תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר מדע/בן אריה על משנה תורה, הלכות תלמוד תורה.txt",sefaria,14
"בן אריה על משנה תורה, הלכות דעות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר מדע/בן אריה על משנה תורה, הלכות דעות.txt",sefaria,20
"בן אריה על משנה תורה, הלכות שקלים.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זמנים/בן אריה על משנה תורה, הלכות שקלים.txt",sefaria,6
"בן אריה על משנה תורה, הלכות שביתת יום טוב.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זמנים/בן אריה על משנה תורה, הלכות שביתת יום טוב.txt",sefaria,24
"בן אריה על משנה תורה, הלכות שופר וסוכה ולולב.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זמנים/בן אריה על משנה תורה, הלכות שופר וסוכה ולולב.txt",sefaria,6
"בן אריה על משנה תורה, הלכות שבת.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זמנים/בן אריה על משנה תורה, הלכות שבת.txt",sefaria,83
"בן אריה על משנה תורה, הלכות חמץ ומצה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זמנים/בן אריה על משנה תורה, הלכות חמץ ומצה.txt",sefaria,16
"בן אריה על משנה תורה, הלכות מגילה וחנוכה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זמנים/בן אריה על משנה תורה, הלכות מגילה וחנוכה.txt",sefaria,12
"בן אריה על משנה תורה, הלכות קידוש החודש.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זמנים/בן אריה על משנה תורה, הלכות קידוש החודש.txt",sefaria,21
