שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
"בן אריה על משנה תורה, הלכות עירובין.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זמנים/בן אריה על משנה תורה, הלכות עירובין.txt",sefaria,17
"בן אריה על משנה תורה, הלכות תעניות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר זמנים/בן אריה על משנה תורה, הלכות תעניות.txt",sefaria,6
"בן אריה על משנה תורה, הלכות אישות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר נשים/בן אריה על משנה תורה, הלכות אישות.txt",sefaria,32
"בן אריה על משנה תורה, הלכות סוטה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר נשים/בן אריה על משנה תורה, הלכות סוטה.txt",sefaria,6
"בן אריה על משנה תורה, הלכות יבום וחליצה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר נשים/בן אריה על משנה תורה, הלכות יבום וחליצה.txt",sefaria,14
"בן אריה על משנה תורה, הלכות נערה בתולה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר נשים/בן אריה על משנה תורה, הלכות נערה בתולה.txt",sefaria,6
"בן אריה על משנה תורה, הלכות גירושין.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר נשים/בן אריה על משנה תורה, הלכות גירושין.txt",sefaria,33
"בן אריה על משנה תורה, הלכות ברכות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר אהבה/בן אריה על משנה תורה, הלכות ברכות.txt",sefaria,37
"בן אריה על משנה תורה, הלכות מילה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר אהבה/בן אריה על משנה תורה, הלכות מילה.txt",sefaria,8
"בן אריה על משנה תורה, הלכות תפילה וברכת כהנים.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר אהבה/בן אריה על משנה תורה, הלכות תפילה וברכת כהנים.txt",sefaria,36
"בן אריה על משנה תורה, הלכות ציצית.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר אהבה/בן אריה על משנה תורה, הלכות ציצית.txt",sefaria,30
"בן אריה על משנה תורה, הלכות תפילין ומזוזה וספר תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר אהבה/בן אריה על משנה תורה, הלכות תפילין ומזוזה וספר תורה.txt",sefaria,44
"בן אריה על משנה תורה, הלכות קריאת שמע.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר אהבה/בן אריה על משנה תורה, הלכות קריאת שמע.txt",sefaria,6
"בן אריה על משנה תורה, הלכות מטמאי משכב ומושב.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר טהרה/בן אריה על משנה תורה, הלכות מטמאי משכב ומושב.txt",sefaria,6
"בן אריה על משנה תורה, הלכות טומאת צרעת.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר טהרה/בן אריה על משנה תורה, הלכות טומאת צרעת.txt",sefaria,9
"בן אריה על משנה תורה, הלכות מקואות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר טהרה/בן אריה על משנה תורה, הלכות מקואות.txt",sefaria,7
"בן אריה על משנה תורה, הלכות טומאת אוכלים.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר טהרה/בן אריה על משנה תורה, הלכות טומאת אוכלים.txt",sefaria,16
"בן אריה על משנה תורה, הלכות טומאת מת.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר טהרה/בן אריה על משנה תורה, הלכות טומאת מת.txt",sefaria,6
"בן אריה על משנה תורה, הלכות כלים.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר טהרה/בן אריה על משנה תורה, הלכות כלים.txt",sefaria,19
"בן אריה על משנה תורה, הלכות פרה אדומה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר טהרה/בן אריה על משנה תורה, הלכות פרה אדומה.txt",sefaria,11
"בן אריה על משנה תורה, הלכות שאר אבות הטומאות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר טהרה/בן אריה על משנה תורה, הלכות שאר אבות הטומאות.txt",sefaria,20
"בן אריה על משנה תורה, הלכות מלכים ומלחמות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר שופטים/בן אריה על משנה תורה, הלכות מלכים ומלחמות.txt",sefaria,30
"בן אריה על משנה תורה, הלכות אבל.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר שופטים/בן אריה על משנה תורה, הלכות אבל.txt",sefaria,23
"בן אריה על משנה תורה, הלכות ממרים.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר שופטים/בן אריה על משנה תורה, הלכות ממרים.txt",sefaria,13
"בן אריה על משנה תורה, הלכות סנהדרין והעונשין המסורין להם.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר שופטים/בן אריה על משנה תורה, הלכות סנהדרין והעונשין המסורין להם.txt",sefaria,31
"בן אריה על משנה תורה, הלכות עדות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר שופטים/בן אריה על משנה תורה, הלכות עדות.txt",sefaria,15
"בן אריה על משנה תורה, הלכות תמורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר קורבנות/בן אריה על משנה תורה, הלכות תמורה.txt",sefaria,11
"בן אריה על משנה תורה, הלכות שגגות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר קורבנות/בן אריה על משנה תורה, הלכות שגגות.txt",sefaria,14
"בן אריה על משנה תורה, הלכות מחוסרי כפרה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר קורבנות/בן אריה על משנה תורה, הלכות מחוסרי כפרה.txt",sefaria,13
"בן אריה על משנה תורה, הלכות בכורות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר קורבנות/בן אריה על משנה תורה, הלכות בכורות.txt",sefaria,9
"בן אריה על משנה תורה, הלכות קרבן פסח.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר קורבנות/בן אריה על משנה תורה, הלכות קרבן פסח.txt",sefaria,26
"בן אריה על משנה תורה, הלכות חגיגה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר קורבנות/בן אריה על משנה תורה, הלכות חגיגה.txt",sefaria,14
"בן אריה על משנה תורה, הלכות איסורי ביאה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר קדושה/בן אריה על משנה תורה, הלכות איסורי ביאה.txt",sefaria,41
"בן אריה על משנה תורה, הלכות מאכלות אסורות.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר קדושה/בן אריה על משנה תורה, הלכות מאכלות אסורות.txt",sefaria,42
"בן אריה על משנה תורה, הלכות שחיטה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר קדושה/בן אריה על משנה תורה, הלכות שחיטה.txt",sefaria,11
"בן אריה על משנה תורה, הלכות מכירה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר קניין/בן אריה על משנה תורה, הלכות מכירה.txt",sefaria,23
"בן אריה על משנה תורה, הלכות שכנים.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר קניין/בן אריה על משנה תורה, הלכות שכנים.txt",sefaria,9
"בן אריה על משנה תורה, הלכות זכייה ומתנה.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר קניין/בן אריה על משנה תורה, הלכות זכייה ומתנה.txt",sefaria,14
"בן אריה על משנה תורה, הלכות עבדים.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר קניין/בן אריה על משנה תורה, הלכות עבדים.txt",sefaria,14
"בן אריה על משנה תורה, הלכות שלוחין ושותפין.txt","אוצריא/הלכה/משנה תורה/מפרשים/בן אריה/ספר קניין/בן אריה על משנה תורה, הלכות שלוחין ושותפין.txt",sefaria,14
"דברי שאול - עדות ביוסף על משנה תורה, הלכות עדות.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי שאול - עדות ביוסף/ספר שופטים/דברי שאול - עדות ביוסף על משנה תורה, הלכות עדות.txt",sefaria,240
"בינה לעתים על משנה תורה, הלכות שביתת יום טוב.txt","אוצריא/הלכה/משנה תורה/מפרשים/בינה לעתים/ספר זמנים/בינה לעתים על משנה תורה, הלכות שביתת יום טוב.txt",sefaria,137
"חידושים והגהות הגריב על משנה תורה, מסירת תורה שבעל פה.txt","אוצריא/הלכה/משנה תורה/מפרשים/חידושים והגהות הגריב/הקדמה/חידושים והגהות הגריב על משנה תורה, מסירת תורה שבעל פה.txt",sefaria,6
"חידושים והגהות הגריב על משנה תורה, הלכות תלמוד תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/חידושים והגהות הגריב/ספר מדע/חידושים והגהות הגריב על משנה תורה, הלכות תלמוד תורה.txt",sefaria,6
"חידושים והגהות הגריב על משנה תורה, הלכות תשובה.txt","אוצריא/הלכה/משנה תורה/מפרשים/חידושים והגהות הגריב/ספר מדע/חידושים והגהות הגריב על משנה תורה, הלכות תשובה.txt",sefaria,11
"חידושים והגהות הגריב על משנה תורה, הלכות דעות.txt","אוצריא/הלכה/משנה תורה/מפרשים/חידושים והגהות הגריב/ספר מדע/חידושים והגהות הגריב על משנה תורה, הלכות דעות.txt",sefaria,8
"חידושים והגהות הגריב על משנה תורה, הלכות שופר וסוכה ולולב.txt","אוצריא/הלכה/משנה תורה/מפרשים/חידושים והגהות הגריב/ספר זמנים/חידושים והגהות הגריב על משנה תורה, הלכות שופר וסוכה ולולב.txt",sefaria,6
"חידושים והגהות הגריב על משנה תורה, הלכות שבת.txt","אוצריא/הלכה/משנה תורה/מפרשים/חידושים והגהות הגריב/ספר זמנים/חידושים והגהות הגריב על משנה תורה, הלכות שבת.txt",sefaria,14
"חידושים והגהות הגריב על משנה תורה, הלכות קידוש החודש.txt","אוצריא/הלכה/משנה תורה/מפרשים/חידושים והגהות הגריב/ספר זמנים/חידושים והגהות הגריב על משנה תורה, הלכות קידוש החודש.txt",sefaria,9
