שם הקובץ,נתיב הקובץ,תיקיית המקור
"כסף משנה על משנה תורה, הלכות קריאת שמע.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר אהבה/כסף משנה על משנה תורה, הלכות קריאת שמע.txt",sefaria
"כסף משנה על משנה תורה, הלכות עבדים.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר קניין/כסף משנה על משנה תורה, הלכות עבדים.txt",sefaria
"כסף משנה על משנה תורה, הלכות זכייה ומתנה.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר קניין/כסף משנה על משנה תורה, הלכות זכייה ומתנה.txt",sefaria
"כסף משנה על משנה תורה, הלכות מכירה.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר קניין/כסף משנה על משנה תורה, הלכות מכירה.txt",sefaria
"כסף משנה על משנה תורה, הלכות שלוחין ושותפין.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר קניין/כסף משנה על משנה תורה, הלכות שלוחין ושותפין.txt",sefaria
"כסף משנה על משנה תורה, הלכות שכנים.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר קניין/כסף משנה על משנה תורה, הלכות שכנים.txt",sefaria
"כסף משנה על משנה תורה, הלכות קרבן פסח.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר קורבנות/כסף משנה על משנה תורה, הלכות קרבן פסח.txt",sefaria
"כסף משנה על משנה תורה, הלכות בכורות.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר קורבנות/כסף משנה על משנה תורה, הלכות בכורות.txt",sefaria
"כסף משנה על משנה תורה, הלכות שגגות.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר קורבנות/כסף משנה על משנה תורה, הלכות שגגות.txt",sefaria
"כסף משנה על משנה תורה, הלכות חגיגה.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר קורבנות/כסף משנה על משנה תורה, הלכות חגיגה.txt",sefaria
"כסף משנה על משנה תורה, הלכות מחוסרי כפרה.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר קורבנות/כסף משנה על משנה תורה, הלכות מחוסרי כפרה.txt",sefaria
"כסף משנה על משנה תורה, הלכות תמורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר קורבנות/כסף משנה על משנה תורה, הלכות תמורה.txt",sefaria
"כסף משנה על משנה תורה, הלכות טומאת אוכלים.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר טהרה/כסף משנה על משנה תורה, הלכות טומאת אוכלים.txt",sefaria
"כסף משנה על משנה תורה, הלכות כלים.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר טהרה/כסף משנה על משנה תורה, הלכות כלים.txt",sefaria
"כסף משנה על משנה תורה, הלכות מטמאי משכב ומושב.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר טהרה/כסף משנה על משנה תורה, הלכות מטמאי משכב ומושב.txt",sefaria
"כסף משנה על משנה תורה, הלכות טומאת מת.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר טהרה/כסף משנה על משנה תורה, הלכות טומאת מת.txt",sefaria
"כסף משנה על משנה תורה, הלכות שאר אבות הטומאות.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר טהרה/כסף משנה על משנה תורה, הלכות שאר אבות הטומאות.txt",sefaria
"כסף משנה על משנה תורה, הלכות פרה אדומה.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר טהרה/כסף משנה על משנה תורה, הלכות פרה אדומה.txt",sefaria
"כסף משנה על משנה תורה, הלכות טומאת צרעת.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר טהרה/כסף משנה על משנה תורה, הלכות טומאת צרעת.txt",sefaria
"כסף משנה על משנה תורה, הלכות מקואות.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר טהרה/כסף משנה על משנה תורה, הלכות מקואות.txt",sefaria
"כסף משנה על משנה תורה, הלכות איסורי המזבח.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר עבודה/כסף משנה על משנה תורה, הלכות איסורי המזבח.txt",sefaria
"כסף משנה על משנה תורה, הלכות תמידים ומוספין.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר עבודה/כסף משנה על משנה תורה, הלכות תמידים ומוספין.txt",sefaria
"כסף משנה על משנה תורה, הלכות בית הבחירה.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר עבודה/כסף משנה על משנה תורה, הלכות בית הבחירה.txt",sefaria
"כסף משנה על משנה תורה, הלכות מעילה.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר עבודה/כסף משנה על משנה תורה, הלכות מעילה.txt",sefaria
"כסף משנה על משנה תורה, הלכות מעשה הקרבנות.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר עבודה/כסף משנה על משנה תורה, הלכות מעשה הקרבנות.txt",sefaria
"כסף משנה על משנה תורה, הלכות כלי המקדש והעובדין בו.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר עבודה/כסף משנה על משנה תורה, הלכות כלי המקדש והעובדין בו.txt",sefaria
"כסף משנה על משנה תורה, הלכות עבודת יום הכפורים.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר עבודה/כסף משנה על משנה תורה, הלכות עבודת יום הכפורים.txt",sefaria
"כסף משנה על משנה תורה, הלכות פסולי המוקדשין.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר עבודה/כסף משנה על משנה תורה, הלכות פסולי המוקדשין.txt",sefaria
"כסף משנה על משנה תורה, הלכות ביאת מקדש.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר עבודה/כסף משנה על משנה תורה, הלכות ביאת מקדש.txt",sefaria
"כסף משנה על משנה תורה, הלכות חמץ ומצה.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר זמנים/כסף משנה על משנה תורה, הלכות חמץ ומצה.txt",sefaria
"כסף משנה על משנה תורה, הלכות תעניות.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר זמנים/כסף משנה על משנה תורה, הלכות תעניות.txt",sefaria
"כסף משנה על משנה תורה, הלכות קידוש החודש.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר זמנים/כסף משנה על משנה תורה, הלכות קידוש החודש.txt",sefaria
"כסף משנה על משנה תורה, הלכות שקלים.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר זמנים/כסף משנה על משנה תורה, הלכות שקלים.txt",sefaria
"כסף משנה על משנה תורה, הלכות שביתת יום טוב.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר זמנים/כסף משנה על משנה תורה, הלכות שביתת יום טוב.txt",sefaria
"כסף משנה על משנה תורה, הלכות עירובין.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר זמנים/כסף משנה על משנה תורה, הלכות עירובין.txt",sefaria
"כסף משנה על משנה תורה, הלכות שביתת עשור.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר זמנים/כסף משנה על משנה תורה, הלכות שביתת עשור.txt",sefaria
"כסף משנה על משנה תורה, הלכות שופר וסוכה ולולב.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר זמנים/כסף משנה על משנה תורה, הלכות שופר וסוכה ולולב.txt",sefaria
"כסף משנה על משנה תורה, הלכות מגילה וחנוכה.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר זמנים/כסף משנה על משנה תורה, הלכות מגילה וחנוכה.txt",sefaria
"כסף משנה על משנה תורה, הלכות שבת.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר זמנים/כסף משנה על משנה תורה, הלכות שבת.txt",sefaria
"כסף משנה על משנה תורה, הלכות מלכים ומלחמות.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר שופטים/כסף משנה על משנה תורה, הלכות מלכים ומלחמות.txt",sefaria
"כסף משנה על משנה תורה, הלכות אבל.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר שופטים/כסף משנה על משנה תורה, הלכות אבל.txt",sefaria
"כסף משנה על משנה תורה, הלכות עדות.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר שופטים/כסף משנה על משנה תורה, הלכות עדות.txt",sefaria
"כסף משנה על משנה תורה, הלכות סנהדרין והעונשין המסורין להם.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר שופטים/כסף משנה על משנה תורה, הלכות סנהדרין והעונשין המסורין להם.txt",sefaria
"כסף משנה על משנה תורה, הלכות ממרים.txt","אוצריא/הלכה/משנה תורה/מפרשים/כסף משנה/ספר שופטים/כסף משנה על משנה תורה, הלכות ממרים.txt",sefaria
"דברי ירמיהו על משנה תורה, הלכות דעות.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר מדע/דברי ירמיהו על משנה תורה, הלכות דעות.txt",sefaria
