displayName,categoryEnglish,printYear,ocrFeDir,printLocationEnglish,textFileURL,category,source,author,printLocation,underwentBerelUnflagging,nikudMetegFileURL,OCRDataURL,authorEnglish,fileName,displayNameEnglish
"מהר""י מינץ",Responsa,1882,maharimintz_EGT,Krakow,https://files.dicta.org.il/maharimintz/maharimintz__text_files.zip,"שו""ת",,רבי יהודה בן אליעזר מינץ,קראקא,,https://files.dicta.org.il/maharimintz/maharimintz__nikud_meteg_files.zip,https://files.dicta.org.il/maharimintz/maharimintz__ocr_data_html_files.zip,Judah ben Eliezer ha-Levi Minz,maharimintz,Mahari Mintz
"מהר""ם אלשקר",Responsa,1834,maharamalashkar_EGT,,https://files.dicta.org.il/maharamalashkar/maharamalashkar__text_files.zip,"שו""ת",,רבי משה בן יצחק אלשקר,סדילקאב,,https://files.dicta.org.il/maharamalashkar/maharamalashkar__nikud_meteg_files.zip,https://files.dicta.org.il/maharamalashkar/maharamalashkar__ocr_data_html_files.zip,Moses ben Isaac Alashkar,maharamalashkar,Maharamalashkar
מהר”ם חלאווה על פסחים,Acharonim on Talmud Bavli,1873,maharamchalavapesachim_EGT,Jerusalem,https://files.dicta.org.il/maharamchalavapesachim/maharamchalavapesachim__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי משה חלאווה,ירושלים,,https://files.dicta.org.il/maharamchalavapesachim/maharamchalavapesachim__nikud_meteg_files.zip,https://files.dicta.org.il/maharamchalavapesachim/maharamchalavapesachim__ocr_data_html_files.zip,Rabbi Moshe Chalava,maharamchalavapesachim,Maharam Chalava (Pesachim)
"מהר""ם פדואה",Responsa,1882,maharampadua_EGT,Krakow,https://files.dicta.org.il/maharampadua/maharampadua__text_files.zip,"שו""ת",,רבי מאיר קצנלנבוגן,קראקא,,https://files.dicta.org.il/maharampadua/maharampadua__nikud_meteg_files.zip,https://files.dicta.org.il/maharampadua/maharampadua__ocr_data_html_files.zip,Meir Katzenellenbogen,maharampadua,Maharam Padua
"מהר""ם שיק אבן העזר",Responsa,1884,maharamshikevenhaezer_EGT,Lamberg,https://files.dicta.org.il/maharamshikevenhaezer/maharamshikevenhaezer__text_files.zip,"שו""ת",ספריית דיקטה,רבי משה שיק,לעמבערג,,https://files.dicta.org.il/maharamshikevenhaezer/maharamshikevenhaezer__nikud_meteg_files.zip,https://files.dicta.org.il/maharamshikevenhaezer/maharamshikevenhaezer__ocr_data_html_files.zip,rabbi Moshe Schick,maharamshikevenhaezer,Maharam Shik Even Haezer
"מהר""ם שיק אורח חיים",Responsa,1880,maharamshikorachchaim,Munkatch,https://files.dicta.org.il/maharamshikorachchaim/maharamshikorachchaim__text_files.zip,"שו""ת",,רבי משה שיק,מונקטש,,https://files.dicta.org.il/maharamshikorachchaim/maharamshikorachchaim__nikud_meteg_files.zip,https://files.dicta.org.il/maharamshikorachchaim/maharamshikorachchaim__ocr_data_html_files.zip,rabbi Moshe Schick,maharamshikorachchaim,Maharam Shik Orach Chaim
"מהר""ם שיק חושן משפט",Responsa,1884,maharamshikchoshenmishpat_EGT,Lamberg,https://files.dicta.org.il/maharamshikchoshenmishpat/maharamshikchoshenmishpat__text_files.zip,"שו""ת",ספריית דיקטה,רבי משה שיק,לעמבערג,,https://files.dicta.org.il/maharamshikchoshenmishpat/maharamshikchoshenmishpat__nikud_meteg_files.zip,https://files.dicta.org.il/maharamshikchoshenmishpat/maharamshikchoshenmishpat__ocr_data_html_files.zip,rabbi Moshe Schick,maharamshikchoshenmishpat,Maharam Shik Choshen Mishpat
"מהר""ם שיק יורה דעה",Responsa,1880,maharamshikyorehdeah_EGT,Munkatch,https://files.dicta.org.il/maharamshikyorehdeah/maharamshikyorehdeah__text_files.zip,"שו""ת",ספריית דיקטה,רבי משה שיק,מונקטש,,https://files.dicta.org.il/maharamshikyorehdeah/maharamshikyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/maharamshikyorehdeah/maharamshikyorehdeah__ocr_data_html_files.zip,rabbi Moshe Schick,maharamshikyorehdeah,Maharam Shik Yoreh Deah
"מהר""ף",Responsa,1901,maharif_EGT,Alexandria,https://files.dicta.org.il/maharif/maharif__text_files.zip,"שו""ת",,רבי יעקב פראג'י,אלכנסדריה,,https://files.dicta.org.il/maharif/maharif__nikud_meteg_files.zip,https://files.dicta.org.il/maharif/maharif__ocr_data_html_files.zip,Yaakov Pargi,maharif,Maharif
"מהר""ש חלק ג",Responsa,1926,maharashresponsa3,,https://files.dicta.org.il/maharashresponsa3/maharashresponsa3__text_files.zip,"שו""ת",ספריית דיקטה,ר' שמואל אנגל,ברדיוב,,https://files.dicta.org.il/maharashresponsa3/maharashresponsa3__nikud_meteg_files.zip,https://files.dicta.org.il/maharashresponsa3/maharashresponsa3__ocr_data_html_files.zip,Rabbi Shmuel Engel,maharashresponsa3,Maharash responsa part 3
"מהר""ש חלק ד",Responsa,1926,maharashresponsa4,,https://files.dicta.org.il/maharashresponsa4/maharashresponsa4__text_files.zip,"שו""ת",ספריית דיקטה,ר' שמואל אנגל,ברדיוב,,https://files.dicta.org.il/maharashresponsa4/maharashresponsa4__nikud_meteg_files.zip,https://files.dicta.org.il/maharashresponsa4/maharashresponsa4__ocr_data_html_files.zip,Rabbi Shmuel Engel,maharashresponsa4,Maharash responsa part 4
"מהרא""ש",Responsa,1896,maharash_EGT,Lemberg,https://files.dicta.org.il/maharash/maharash__text_files.zip,"שו""ת",,רבי אלכסנדר שמואל היילפרין,למברג,,https://files.dicta.org.il/maharash/maharash__nikud_meteg_files.zip,https://files.dicta.org.il/maharash/maharash__ocr_data_html_files.zip,Alexander Shmuel Halperin,maharash,Maharash
מהרי”ל (מנהגים),Halachah and Minhagim,1874,maharilminhagim,Warsaw,https://files.dicta.org.il/maharilminhagim/maharilminhagim__text_files.zip,ספרי הלכה ומנהג,ספריית דיקטה,רבי יעקב הלוי בן משה מולין,ווארשא,,https://files.dicta.org.il/maharilminhagim/maharilminhagim__nikud_meteg_files.zip,https://files.dicta.org.il/maharilminhagim/maharilminhagim__ocr_data_html_files.zip,Yaakov ben Moshe Levi Moelin,maharilminhagim,Maharil Minhagim
"מהרש""ם חלק א",Responsa,1902,maharsham1_EGT,Warsaw,https://files.dicta.org.il/maharsham1/maharsham1__text_files.zip,"שו""ת",ספריית דיקטה,רבי שלום מרדכי שבדרון,ווארשא,,https://files.dicta.org.il/maharsham1/maharsham1__nikud_meteg_files.zip,https://files.dicta.org.il/maharsham1/maharsham1__ocr_data_html_files.zip,Shalom Mordechai Schwadron,maharsham1,Maharsham part 1
"מהרש""ם חלק ב",Responsa,1905,maharsham2_EGT,Peterkov,https://files.dicta.org.il/maharsham2/maharsham2__text_files.zip,"שו""ת",ספריית דיקטה,רבי שלום מרדכי שבדרון,פיעטרקוב,,https://files.dicta.org.il/maharsham2/maharsham2__nikud_meteg_files.zip,https://files.dicta.org.il/maharsham2/maharsham2__ocr_data_html_files.zip,Shalom Mordechai Schwadron,maharsham2,Maharsham part 2
מוצל מאש (ר' יעקב אלפנדרי),Responsa,1878,mutzalmeeshrjacobalfandri,Bratislava,https://files.dicta.org.il/mutzalmeeshrjacobalfandri/mutzalmeeshrjacobalfandri__text_files.zip,"שו""ת",ספריית דיקטה,רבי יעקב אלפנדרי,פרעסבורג,,https://files.dicta.org.il/mutzalmeeshrjacobalfandri/mutzalmeeshrjacobalfandri__nikud_meteg_files.zip,https://files.dicta.org.il/mutzalmeeshrjacobalfandri/mutzalmeeshrjacobalfandri__ocr_data_html_files.zip,"Elpandari, Yaakov",mutzalmeeshrjacobalfandri,Mutzal Me-Esh R. Jacob Alfandri
מחנה אפרים - א,Commentaries on the Rambam,1878,machanehephraim1_EGT,Warsaw,https://files.dicta.org.il/machanehephraim1/machanehephraim1__text_files.zip,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' אפרים נבון,ווארשא,,https://files.dicta.org.il/machanehephraim1/machanehephraim1__nikud_meteg_files.zip,https://files.dicta.org.il/machanehephraim1/machanehephraim1__ocr_data_html_files.zip,R. Efraim Navon,machanehephraim1,Machaneh Ephraim part 1
מחנה אפרים - ב,Commentaries on the Rambam,1878,machanehephraim2_EGT,Warsaw,https://files.dicta.org.il/machanehephraim2/machanehephraim2__text_files.zip,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' אפרים נבון,ווארשא,,https://files.dicta.org.il/machanehephraim2/machanehephraim2__nikud_meteg_files.zip,https://files.dicta.org.il/machanehephraim2/machanehephraim2__ocr_data_html_files.zip,R. Efraim Navon,machanehephraim2,Machaneh Ephraim part 2
"מחנה דן (רמב""ם)",Commentaries on the Rambam,1927,machanehdanrambam,Jerusalem,https://files.dicta.org.il/machanehdanrambam/machanehdanrambam__text_files.zip,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' דוד נחמיאס,ירושלים,,https://files.dicta.org.il/machanehdanrambam/machanehdanrambam__nikud_meteg_files.zip,https://files.dicta.org.il/machanehdanrambam/machanehdanrambam__ocr_data_html_files.zip,Rabbi David Nachmias,machanehdanrambam,Machaneh Dan (Rambam)
מחנה חיים אבן העזר חלק ב,Responsa,1885,machnehchayimevenhaezer2,Bratislava,https://files.dicta.org.il/machnehchayimevenhaezer2/machnehchayimevenhaezer2__text_files.zip,"שו""ת",ספריית דיקטה,"סופר, חיים בן מרדכי אפרים פישל",ברטיסלבה,,https://files.dicta.org.il/machnehchayimevenhaezer2/machnehchayimevenhaezer2__nikud_meteg_files.zip,https://files.dicta.org.il/machnehchayimevenhaezer2/machnehchayimevenhaezer2__ocr_data_html_files.zip,Chaim Sofer,machnehchayimevenhaezer2,Mincha Chayom Even HaEzer part 2
מחנה חיים אבן העזר חלק ג,Responsa,1885,machnehchayimevenhaezer3,Monkatch,https://files.dicta.org.il/machnehchayimevenhaezer3/machnehchayimevenhaezer3__text_files.zip,"שו""ת",ספריית דיקטה,"סופר, חיים בן מרדכי אפרים פישל",מונקאטש,,https://files.dicta.org.il/machnehchayimevenhaezer3/machnehchayimevenhaezer3__nikud_meteg_files.zip,https://files.dicta.org.il/machnehchayimevenhaezer3/machnehchayimevenhaezer3__ocr_data_html_files.zip,Chaim Sofer,machnehchayimevenhaezer3,Mincha Chayom Even HaEzer part 3
מחנה חיים אורח חיים חלק ב,Responsa,1885,machnehchayimorachchayim2,Bratislava,https://files.dicta.org.il/machnehchayimorachchayim2/machnehchayimorachchayim2__text_files.zip,"שו""ת",ספריית דיקטה,"סופר, חיים בן מרדכי אפרים פישל",ברטיסלבה,,https://files.dicta.org.il/machnehchayimorachchayim2/machnehchayimorachchayim2__nikud_meteg_files.zip,https://files.dicta.org.il/machnehchayimorachchayim2/machnehchayimorachchayim2__ocr_data_html_files.zip,Chaim Sofer,machnehchayimorachchayim2,Mincha Chayom Orach Chayim part 2
מחנה חיים אורח חיים חלק ג,Responsa,1885,machnehchayimorachchayim3,Bratislava,https://files.dicta.org.il/machnehchayimorachchayim3/machnehchayimorachchayim3__text_files.zip,"שו""ת",ספריית דיקטה,"סופר, חיים בן מרדכי אפרים פישל",ברטיסלבה,,https://files.dicta.org.il/machnehchayimorachchayim3/machnehchayimorachchayim3__nikud_meteg_files.zip,https://files.dicta.org.il/machnehchayimorachchayim3/machnehchayimorachchayim3__ocr_data_html_files.zip,Chaim Sofer,machnehchayimorachchayim3,Mincha Chayom Orach Chayim part 3
מחנה חיים חושן משפט חלק ב,Responsa,1885,machnehchayimchoshenmishpat2,Monkatch,https://files.dicta.org.il/machnehchayimchoshenmishpat2/machnehchayimchoshenmishpat2__text_files.zip,"שו""ת",ספריית דיקטה,"סופר, חיים בן מרדכי אפרים פישל",מונקאטש,,https://files.dicta.org.il/machnehchayimchoshenmishpat2/machnehchayimchoshenmishpat2__nikud_meteg_files.zip,https://files.dicta.org.il/machnehchayimchoshenmishpat2/machnehchayimchoshenmishpat2__ocr_data_html_files.zip,Chaim Sofer,machnehchayimchoshenmishpat2,Mincha Chayom Choshen Mishpat part 2
מחנה חיים חלק א,Responsa,1885,machnehchayim1,Bratislava,https://files.dicta.org.il/machnehchayim1/machnehchayim1__text_files.zip,"שו""ת",ספריית דיקטה,"סופר, חיים בן מרדכי אפרים פישל",ברטיסלבה,,https://files.dicta.org.il/machnehchayim1/machnehchayim1__nikud_meteg_files.zip,https://files.dicta.org.il/machnehchayim1/machnehchayim1__ocr_data_html_files.zip,Chaim Sofer,machnehchayim1,Mincha Chayom part 1
מחנה חיים יורה דעה חלק ב,Responsa,1873,machnehchayimyorehdeah2,Uzhgorod,https://files.dicta.org.il/machnehchayimyorehdeah2/machnehchayimyorehdeah2__text_files.zip,"שו""ת",ספריית דיקטה,"סופר, חיים בן מרדכי אפרים פישל",אונגוואר,,https://files.dicta.org.il/machnehchayimyorehdeah2/machnehchayimyorehdeah2__nikud_meteg_files.zip,https://files.dicta.org.il/machnehchayimyorehdeah2/machnehchayimyorehdeah2__ocr_data_html_files.zip,Chaim Sofer,machnehchayimyorehdeah2,Mincha Chayom Yoreh De'ah part 2
מחנה חיים יורה דעה חלק ג,Responsa,1879,machnehchayimyorehdeah3,Monkatch,https://files.dicta.org.il/machnehchayimyorehdeah3/machnehchayimyorehdeah3__text_files.zip,"שו""ת",ספריית דיקטה,"סופר, חיים בן מרדכי אפרים פישל",מונקאטש,,https://files.dicta.org.il/machnehchayimyorehdeah3/machnehchayimyorehdeah3__nikud_meteg_files.zip,https://files.dicta.org.il/machnehchayimyorehdeah3/machnehchayimyorehdeah3__ocr_data_html_files.zip,Chaim Sofer,machnehchayimyorehdeah3,Mincha Chayom Yoreh De'ah part 3
מחנה ישראל,Sifrei Chafetz Chaim,1892,machanehyisrael,Warsaw,https://files.dicta.org.il/machanehyisrael/machanehyisrael__text_files.zip,ספרי החפץ חיים,,רבי ישראל מאיר הכהן,וורשה,,https://files.dicta.org.il/machanehyisrael/machanehyisrael__nikud_meteg_files.zip,https://files.dicta.org.il/machanehyisrael/machanehyisrael__ocr_data_html_files.zip,Rabbi Yisrael Meir ha-Kohen Kagan,machanehyisrael,Machaneh Yןsrael
מטה יהונתן (פסח),Commentaries on Shulchan Aruch,1891,matehyehonatanpesach,,https://files.dicta.org.il/matehyehonatanpesach/matehyehonatanpesach__text_files.zip,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,ר' יהונתן אייבשיץ,פקש,,https://files.dicta.org.il/matehyehonatanpesach/matehyehonatanpesach__nikud_meteg_files.zip,https://files.dicta.org.il/matehyehonatanpesach/matehyehonatanpesach__ocr_data_html_files.zip,Rav Yonatan Eybeschütz,matehyehonatanpesach,Mateh Yehonatan pesach
מטה משה,Halachah and Minhagim – Achronim,1876,matehmoshe,Warsaw,https://files.dicta.org.il/matehmoshe/matehmoshe__text_files.zip,ספרי הלכה ומנהג,ספריית דיקטה,רבי משה מאט,ווארשא,,https://files.dicta.org.il/matehmoshe/matehmoshe__nikud_meteg_files.zip,https://files.dicta.org.il/matehmoshe/matehmoshe__ocr_data_html_files.zip,Rabbi Moshe Matt,matehmoshe,Mateh Moshe
מלאכת חושב,Acharonim on Talmud Bavli,1902,melechetchoshev,Warsaw,https://files.dicta.org.il/melechetchoshev/melechetchoshev__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,"לוריא, משה בצלאל בן שרגא פייבוש",ורשה,,https://files.dicta.org.il/melechetchoshev/melechetchoshev__nikud_meteg_files.zip,https://files.dicta.org.il/melechetchoshev/melechetchoshev__ocr_data_html_files.zip,Moshe Betzalel ben Shraga Feivish Luriah,melechetchoshev,Melechet Choshev
מלאכת מחשבת חלק א,Bible Commentaries,1914,melekhetmahashevet1,Warsaw,https://files.dicta.org.il/melekhetmahashevet1/melekhetmahashevet1__text_files.zip,"מפרשי תנ""ך)",ספריית דיקטה,רבי משה חפץ,וורשה,,https://files.dicta.org.il/melekhetmahashevet1/melekhetmahashevet1__nikud_meteg_files.zip,https://files.dicta.org.il/melekhetmahashevet1/melekhetmahashevet1__ocr_data_html_files.zip,Rabbi Moshe Chafetz,melekhetmahashevet1,Melekhet Mahashevet part 1
מלאכת מחשבת חלק ב,Bible Commentaries,1914,melekhetmahashevet2,Warsaw,https://files.dicta.org.il/melekhetmahashevet2/melekhetmahashevet2__text_files.zip,"מפרשי תנ""ך)",ספריית דיקטה,רבי משה חפץ,וורשה,,https://files.dicta.org.il/melekhetmahashevet2/melekhetmahashevet2__nikud_meteg_files.zip,https://files.dicta.org.il/melekhetmahashevet2/melekhetmahashevet2__ocr_data_html_files.zip,Rabbi Moshe Chafetz,melekhetmahashevet2,Melekhet Mahashevet part 2
מלמד התלמידים,Mussar and Jewish Thought,1866,malmadhatalmidim_EGT,,https://files.dicta.org.il/malmadhatalmidim/malmadhatalmidim__text_files.zip,ספרי מחשבה ומוסר (ראשונים),ספריית דיקטה,ר' יעקב אנטולי,לייק,,https://files.dicta.org.il/malmadhatalmidim/malmadhatalmidim__nikud_meteg_files.zip,https://files.dicta.org.il/malmadhatalmidim/malmadhatalmidim__ocr_data_html_files.zip,Jacob ben Abba Mari ben Simson Anatoli,malmadhatalmidim,Malmad ha-talmidim
מנחה חריבה,Rishonim on Talmud Bavli,1923,minchachareiva,Jerusalem,https://files.dicta.org.il/minchachareiva/minchachareiva__text_files.zip,"מפרשי הש""ס (ראשונים)",ספריית דיקטה,ר' פנחס אפשטיין,ירושלים,,https://files.dicta.org.il/minchachareiva/minchachareiva__nikud_meteg_files.zip,https://files.dicta.org.il/minchachareiva/minchachareiva__ocr_data_html_files.zip,Rabbi Pinchas Epstein,minchachareiva,Mincha Chareiva
מנחת נתנאל,Acharonim on Talmud Bavli,1936,minchatnetanel,Bilgoraj,https://files.dicta.org.il/minchatnetanel/minchatnetanel__text_files.zip,"מפרשי הש""ס",ספריית דיקטה,"ווייל, יעקב נתנאל בן נפתלי צבי הירש",בילגורי,,https://files.dicta.org.il/minchatnetanel/minchatnetanel__nikud_meteg_files.zip,https://files.dicta.org.il/minchatnetanel/minchatnetanel__ocr_data_html_files.zip,Nathaniel Weil,minchatnetanel,Minchat Netanel
מעיל צדקה,Responsa,1835,meiltzedakah_EGT,Sadilkab,https://files.dicta.org.il/meiltzedakah/meiltzedakah__text_files.zip,"שו""ת",,רבי יונה לנדסופר,סדילקאב,,https://files.dicta.org.il/meiltzedakah/meiltzedakah__nikud_meteg_files.zip,https://files.dicta.org.il/meiltzedakah/meiltzedakah__ocr_data_html_files.zip,Rabbi Yonah Landsofer,meiltzedakah,Meil Tzedakah
מעיני החכמה,Acharonim on Talmud Bavli,1874,maayenehachochmah,Warsaw,https://files.dicta.org.il/maayenehachochmah/maayenehachochmah__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,"צינץ, אריה ליב בן משה",ווארשא,,https://files.dicta.org.il/maayenehachochmah/maayenehachochmah__nikud_meteg_files.zip,https://files.dicta.org.il/maayenehachochmah/maayenehachochmah__ocr_data_html_files.zip,Aryeh Leib ben Moses Zuenz,maayenehachochmah,Maayene haChochmah
מעשי השם חלק א,Bible Commentaries,1871,maaseihashem1_EGT,Warsaw,https://files.dicta.org.il/maaseihashem1/maaseihashem1__text_files.zip,"מפרשי התנ""ך",ספריית דיקטה,הרב אליעזר אשכנזי בן רבי אליה הרופא,ווארשא,,https://files.dicta.org.il/maaseihashem1/maaseihashem1__nikud_meteg_files.zip,https://files.dicta.org.il/maaseihashem1/maaseihashem1__ocr_data_html_files.zip,Eliezer (Lazer) ben Elijah Ashkenazi,maaseihashem1,Ma’asei Hashem part 1
מעשי השם חלק ב,Bible Commentaries,1871,maaseihashem2_EGT,Warsaw,https://files.dicta.org.il/maaseihashem2/maaseihashem2__text_files.zip,"מפרשי התנ""ך",ספריית דיקטה,הרב אליעזר אשכנזי בן רבי אליה הרופא,ווארשא,,https://files.dicta.org.il/maaseihashem2/maaseihashem2__nikud_meteg_files.zip,https://files.dicta.org.il/maaseihashem2/maaseihashem2__ocr_data_html_files.zip,Eliezer (Lazer) ben Elijah Ashkenazi,maaseihashem2,Ma’asei Hashem part 2
מפעלות אלוקים,,1863,mifalotelokim,Lamberg,https://files.dicta.org.il/mifalotelokim/mifalotelokim__text_files.zip,פילוסופיה יהודית,ספריית דיקטה,הרב יצחק אברבנאל,לעמבערג,,https://files.dicta.org.il/mifalotelokim/mifalotelokim__nikud_meteg_files.zip,https://files.dicta.org.il/mifalotelokim/mifalotelokim__ocr_data_html_files.zip,Isaac ben Judah Abarbanel,mifalotelokim,Mifalot Elokim
מצח אהרן חלק א,Derashot,1908,metzachaharon1,Piotrkow,https://files.dicta.org.il/metzachaharon1/metzachaharon1__text_files.zip,דרשות,ספריית דיקטה,"וואלקין, אהרן בן יעקב צבי",פיוטרקוב,,https://files.dicta.org.il/metzachaharon1/metzachaharon1__nikud_meteg_files.zip,https://files.dicta.org.il/metzachaharon1/metzachaharon1__ocr_data_html_files.zip,"Volkin, Aharon",metzachaharon1,metzach Aharon part 1
מקדש דוד חלק א,Chiddushim by Topic,1918,mikdashdavid1_EGT,Peterkov,https://files.dicta.org.il/mikdashdavid1/mikdashdavid1__text_files.zip,ספרי מערכות ועניינים,ספריית דיקטה,ר' דוד רפפורט,פיעטרקוב,,https://files.dicta.org.il/mikdashdavid1/mikdashdavid1__nikud_meteg_files.zip,https://files.dicta.org.il/mikdashdavid1/mikdashdavid1__ocr_data_html_files.zip,Rabbi David HaKohen Rappoport,mikdashdavid1,Mikdash David part 1
מקדש דוד חלק ב,Chiddushim by Topic,1932,mikdashdavid2_EGT,Bilgoria,https://files.dicta.org.il/mikdashdavid2/mikdashdavid2__text_files.zip,ספרי מערכות ועניינים,ספריית דיקטה,ר' דוד רפפורט,בילגורייא,,https://files.dicta.org.il/mikdashdavid2/mikdashdavid2__nikud_meteg_files.zip,https://files.dicta.org.il/mikdashdavid2/mikdashdavid2__ocr_data_html_files.zip,Rabbi David HaKohen Rappoport,mikdashdavid2,Mikdash David part 2
מקדש דוד חלק ג,Chiddushim by Topic,1938,mikdashdavid3_EGT,Bilgoria,https://files.dicta.org.il/mikdashdavid3/mikdashdavid3__text_files.zip,ספרי מערכות ועניינים,ספריית דיקטה,ר' דוד רפפורט,בילגורייא,,https://files.dicta.org.il/mikdashdavid3/mikdashdavid3__nikud_meteg_files.zip,https://files.dicta.org.il/mikdashdavid3/mikdashdavid3__ocr_data_html_files.zip,Rabbi David HaKohen Rappoport,mikdashdavid3,Mikdash David part 3
מקדש דוד חלק ד,Chiddushim by Topic,1932,mikdashdavid4_EGT,Bilgoria,https://files.dicta.org.il/mikdashdavid4/mikdashdavid4__text_files.zip,ספרי מערכות ועניינים,ספריית דיקטה,ר' דוד רפפורט,בילגורייא,,https://files.dicta.org.il/mikdashdavid4/mikdashdavid4__nikud_meteg_files.zip,https://files.dicta.org.il/mikdashdavid4/mikdashdavid4__ocr_data_html_files.zip,Rabbi David HaKohen Rappoport,mikdashdavid4,Mikdash David part 4
מקום שנהגו,,1865,makomshenahgu,livorno,https://files.dicta.org.il/makomshenahgu/makomshenahgu__text_files.zip,,ספריית דיקטה,רבי אברהם חיים בן מסעוד חי אדאדי,ליוורנו,,https://files.dicta.org.il/makomshenahgu/makomshenahgu__nikud_meteg_files.zip,https://files.dicta.org.il/makomshenahgu/makomshenahgu__ocr_data_html_files.zip,Abraham Hayyim ben Masoud Hai Adadi,makomshenahgu,Makom Shenahgu
מקורי מנהגים,Halachah and Minhagim,1874,mekoreiminhagim,Warsaw,https://files.dicta.org.il/mekoreiminhagim/mekoreiminhagim__text_files.zip,ספרי הלכה ומנהג,ספריית דיקטה,"פינקלשטיין, יוסף בן שלמה",ורשה,,https://files.dicta.org.il/mekoreiminhagim/mekoreiminhagim__nikud_meteg_files.zip,https://files.dicta.org.il/mekoreiminhagim/mekoreiminhagim__ocr_data_html_files.zip,yosef ben shlomo Finkelstein,mekoreiminhagim,Mekorei Minhagim
מר ואהלות,Responsa,1843,morvaahalot_EGT,Levorno,https://files.dicta.org.il/morvaahalot/morvaahalot__text_files.zip,"שו""ת",ספריית דיקטה,רבי אברהם בן יצחק ענתיבי,ליוורנו,,https://files.dicta.org.il/morvaahalot/morvaahalot__nikud_meteg_files.zip,https://files.dicta.org.il/morvaahalot/morvaahalot__ocr_data_html_files.zip,"Antibi, Abraham ben Isaac",morvaahalot,Mor Va-Ahalot
מרכבת המשנה (חעלמא) - א,Commentaries on the Rambam,1949,mirkevethamishnehchelma1,New York,https://files.dicta.org.il/mirkevethamishnehchelma1/mirkevethamishnehchelma1__text_files.zip,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' שלמה חעלמא,ניו יורק,,https://files.dicta.org.il/mirkevethamishnehchelma1/mirkevethamishnehchelma1__nikud_meteg_files.zip,https://files.dicta.org.il/mirkevethamishnehchelma1/mirkevethamishnehchelma1__ocr_data_html_files.zip,Shlomo Avdak Helma,mirkevethamishnehchelma1,Mirkevet Ha-Mishneh (Chelma) part 1
מרכבת המשנה (חעלמא) - ב,Commentaries on the Rambam,1949,mirkevethamishnehchelma2,New York,https://files.dicta.org.il/mirkevethamishnehchelma2/mirkevethamishnehchelma2__text_files.zip,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' שלמה חעלמא,ניו יורק,,https://files.dicta.org.il/mirkevethamishnehchelma2/mirkevethamishnehchelma2__nikud_meteg_files.zip,https://files.dicta.org.il/mirkevethamishnehchelma2/mirkevethamishnehchelma2__ocr_data_html_files.zip,Shlomo Avdak Helma,mirkevethamishnehchelma2,Mirkevet Ha-Mishneh (Chelma) part 2
משאת בנימין,Responsa,1894,masatbinyamin_EGT,Vilna,https://files.dicta.org.il/masatbinyamin/masatbinyamin__text_files.zip,"שו""ת",,רבי בנימין אהרן,וילנא,,https://files.dicta.org.il/masatbinyamin/masatbinyamin__nikud_meteg_files.zip,https://files.dicta.org.il/masatbinyamin/masatbinyamin__ocr_data_html_files.zip,Binyamin Aharon Selnik,masatbinyamin,Masat Binyamin
משובב נתיבות,Commentaries on Shulchan Aruch,1859,meshovevnetivot,Koenigsberg,https://files.dicta.org.il/meshovevnetivot/meshovevnetivot__text_files.zip,מפרשים וחיבורים סביב שולחן ערוך,,הרב אריה ליב בן יוסף הכהן (בעל הקצות),קניגסברג,,https://files.dicta.org.il/meshovevnetivot/meshovevnetivot__nikud_meteg_files.zip,https://files.dicta.org.il/meshovevnetivot/meshovevnetivot__ocr_data_html_files.zip,Aryeh Leib HaCohen Heller,meshovevnetivot,Meshovev Netivot
משיב דבר,Responsa,1894,mishivdavar_EGT,,https://files.dicta.org.il/mishivdavar/mishivdavar__text_files.zip,"שו""ת",,רבי נפתלי צבי יהודה ברלין,ווארשא,,https://files.dicta.org.il/mishivdavar/mishivdavar__nikud_meteg_files.zip,https://files.dicta.org.il/mishivdavar/mishivdavar__ocr_data_html_files.zip,Naftali Zvi Yehuda Berlin,mishivdavar,Mishiv Davar
משיב צדק,Sifrei Chasidut,1921,meshivtzedek,Pyotrikov,https://files.dicta.org.il/meshivtzedek/meshivtzedek__text_files.zip,ספרי חסידות,ספריית דיקטה,ר' צדוק הכהן,פיוטריקוב,,https://files.dicta.org.il/meshivtzedek/meshivtzedek__nikud_meteg_files.zip,https://files.dicta.org.il/meshivtzedek/meshivtzedek__ocr_data_html_files.zip,Rabbi Zadok HaCohen,meshivtzedek,Meshiv Tzedek
