displayName,categoryEnglish,printYear,ocrFeDir,printLocationEnglish,textFileURL,category,source,author,printLocation,underwentBerelUnflagging,nikudMetegFileURL,OCRDataURL,authorEnglish,fileName,displayNameEnglish
דרכי צדק,Sifrei Chasidut,1796,darcheitzedek,Lvov,https://files.dicta.org.il/darcheitzedek/darcheitzedek__text_files.zip,ספרי חסידות,ספריית דיקטה,"זכריה מנדל, מירוסלב",לבוב,,https://files.dicta.org.il/darcheitzedek/darcheitzedek__nikud_meteg_files.zip,https://files.dicta.org.il/darcheitzedek/darcheitzedek__ocr_data_html_files.zip,Zechariah Mendel ben Aryeh Leib,darcheitzedek,Darchei Tzedek
דרכי שלום,Responsa,1932,darcheisholom,Vienna,https://files.dicta.org.il/darcheisholom/darcheisholom__text_files.zip,"שו""ת",ספריית דיקטה,ר' יחיאל מיכל לייטר,ווינה,,https://files.dicta.org.il/darcheisholom/darcheisholom__nikud_meteg_files.zip,https://files.dicta.org.il/darcheisholom/darcheisholom__ocr_data_html_files.zip,"Leiter, Yechiel Michel",darcheisholom,Darchei Sholom
האגור,Halakha,1884,haagur_EGT,Piotrkow,https://files.dicta.org.il/haagur/haagur__text_files.zip,ספרי הלכה ומנהג,,רבי יעקב לנדא,פיעטרקוב,,https://files.dicta.org.il/haagur/haagur__nikud_meteg_files.zip,https://files.dicta.org.il/haagur/haagur__ocr_data_html_files.zip,Jacob Landa,haagur,Ha'Agur
"האדמו""ר הזקן",Responsa,1875,haadmorhazaken,Warsaw,https://files.dicta.org.il/haadmorhazaken/haadmorhazaken__text_files.zip,"שו""ת",ספריית דיקטה,רבי שניאור זלמן מליאדי,ווארשא,,https://files.dicta.org.il/haadmorhazaken/haadmorhazaken__nikud_meteg_files.zip,https://files.dicta.org.il/haadmorhazaken/haadmorhazaken__ocr_data_html_files.zip,rabbi shneur zalman of liadi,haadmorhazaken,Haadmor Hazaken
האמונה והבטחון,Mussar and Jewish Thought,1842,haemunavehabitachon_EGT,Warsaw,https://files.dicta.org.il/haemunavehabitachon/haemunavehabitachon__text_files.zip,ספרי מחשבה ומוסר (ראשונים),ספריית דיקטה,"מיוחס לרמב""ן",וורשה,,https://files.dicta.org.il/haemunavehabitachon/haemunavehabitachon__nikud_meteg_files.zip,https://files.dicta.org.il/haemunavehabitachon/haemunavehabitachon__ocr_data_html_files.zip,Attributed to Ramban,haemunavehabitachon,Haemuna Vehabitachon
"הגהות שו""ת רבינו משולם איגרא",Responsa,1885,hagahotshutrabeinumeshulamigra,Warsaw,https://files.dicta.org.il/hagahotshutrabeinumeshulamigra/hagahotshutrabeinumeshulamigra__text_files.zip,"שו""ת",ספריית דיקטה,,וורשה,,https://files.dicta.org.il/hagahotshutrabeinumeshulamigra/hagahotshutrabeinumeshulamigra__nikud_meteg_files.zip,https://files.dicta.org.il/hagahotshutrabeinumeshulamigra/hagahotshutrabeinumeshulamigra__ocr_data_html_files.zip,,hagahotshutrabeinumeshulamigra,Hagahot Shut Rabeinu Meshulam Igra
"הליכות אליהו (רמב""ם)",Commentaries on the Rambam,1932,halichoteliyahurambam_EGT,Vilna,https://files.dicta.org.il/halichoteliyahurambam/halichoteliyahurambam__text_files.zip,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' אליהו פיינשטיין,ווילנה,,https://files.dicta.org.il/halichoteliyahurambam/halichoteliyahurambam__nikud_meteg_files.zip,https://files.dicta.org.il/halichoteliyahurambam/halichoteliyahurambam__ocr_data_html_files.zip,Eliyahu Feinstein,halichoteliyahurambam,Halichot Eliyahu (Rambam)
הליכות אליהו על השולחן ערוך,Commentaries on Shulchan Aruch,1932,halichoteliyahushulchanaruch,Vilna,https://files.dicta.org.il/halichoteliyahushulchanaruch/halichoteliyahushulchanaruch__text_files.zip,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,ר' אליהו פיינשטיין,וילנא,,https://files.dicta.org.il/halichoteliyahushulchanaruch/halichoteliyahushulchanaruch__nikud_meteg_files.zip,https://files.dicta.org.il/halichoteliyahushulchanaruch/halichoteliyahushulchanaruch__ocr_data_html_files.zip,Eliyahu Feinstein,halichoteliyahushulchanaruch,Hilchot Eliyahu Shulchan Aruch
הלכות נדה לרמב”ן,Halachah and Minhagim,1911,hilkhotniddahramban,Wilna,https://files.dicta.org.il/hilkhotniddahramban/hilkhotniddahramban__text_files.zip,ספרי הלכה ומנהג,ספריית דיקטה,רבי משה בן נחמן,ווילנא,,https://files.dicta.org.il/hilkhotniddahramban/hilkhotniddahramban__nikud_meteg_files.zip,https://files.dicta.org.il/hilkhotniddahramban/hilkhotniddahramban__ocr_data_html_files.zip,Moses ben Nachman,hilkhotniddahramban,Hilkhot Niddah (Ramban)
הלכות קטנות 1,Responsa,1897,halachotketanot1_EGT,Krakow,https://files.dicta.org.il/halachotketanot1/halachotketanot1__text_files.zip,"שו""ת",,רבי יעקב ישראל חגיז,קארקא,,https://files.dicta.org.il/halachotketanot1/halachotketanot1__nikud_meteg_files.zip,https://files.dicta.org.il/halachotketanot1/halachotketanot1__ocr_data_html_files.zip,Jacob Hagiz,halachotketanot1,Halachot Ketanot 1
הלכות קטנות 2,Responsa,1897,halachotketanot2_EGT,Krakow,https://files.dicta.org.il/halachotketanot2/halachotketanot2__text_files.zip,"שו""ת",,רבי יעקב ישראל חגיז,קארקא,,https://files.dicta.org.il/halachotketanot2/halachotketanot2__nikud_meteg_files.zip,https://files.dicta.org.il/halachotketanot2/halachotketanot2__ocr_data_html_files.zip,Jacob Hagiz,halachotketanot2,Halachot Ketanot 2
המדרש והמעשה במדבר,Bible Commentaries,1923,hamedrashvhamaasehbamidbar,Piotrkow,https://files.dicta.org.il/hamedrashvhamaasehbamidbar/hamedrashvhamaasehbamidbar__text_files.zip,"מפרשי תנ""ך",ספריית דיקטה,"ליבשיץ, יחזקאל בן הילל אריה ליב",פיוטרקוב,,https://files.dicta.org.il/hamedrashvhamaasehbamidbar/hamedrashvhamaasehbamidbar__nikud_meteg_files.zip,https://files.dicta.org.il/hamedrashvhamaasehbamidbar/hamedrashvhamaasehbamidbar__ocr_data_html_files.zip,Yechezkel Livshitz,hamedrashvhamaasehbamidbar,haMedrash V'Hamaaseh Bamidbar
המדרש והמעשה בראשית,Bible Commentaries,1906,hamedrashvhamaasehbershit,Piotrkow,https://files.dicta.org.il/hamedrashvhamaasehbershit/hamedrashvhamaasehbershit__text_files.zip,"מפרשי תנ""ך",ספריית דיקטה,"ליבשיץ, יחזקאל בן הילל אריה ליב",פיוטרקוב,,https://files.dicta.org.il/hamedrashvhamaasehbershit/hamedrashvhamaasehbershit__nikud_meteg_files.zip,https://files.dicta.org.il/hamedrashvhamaasehbershit/hamedrashvhamaasehbershit__ocr_data_html_files.zip,Yechezkel Livshitz,hamedrashvhamaasehbershit,haMedrash V'Hamaaseh Bershit
המדרש והמעשה דברים,Bible Commentaries,1929,hamedrashvhamaasehdvarim,Piotrkow,https://files.dicta.org.il/hamedrashvhamaasehdvarim/hamedrashvhamaasehdvarim__text_files.zip,"מפרשי תנ""ך",ספריית דיקטה,"ליבשיץ, יחזקאל בן הילל אריה ליב",פיוטרקוב,,https://files.dicta.org.il/hamedrashvhamaasehdvarim/hamedrashvhamaasehdvarim__nikud_meteg_files.zip,https://files.dicta.org.il/hamedrashvhamaasehdvarim/hamedrashvhamaasehdvarim__ocr_data_html_files.zip,Yechezkel Livshitz,hamedrashvhamaasehdvarim,haMedrash V'Hamaaseh Dvarim
המדרש והמעשה ויקרא,Bible Commentaries,1910,hamedrashvhamaasehvaykra,Piotrkow,https://files.dicta.org.il/hamedrashvhamaasehvaykra/hamedrashvhamaasehvaykra__text_files.zip,"מפרשי תנ""ך",ספריית דיקטה,"ליבשיץ, יחזקאל בן הילל אריה ליב",פיוטרקוב,,https://files.dicta.org.il/hamedrashvhamaasehvaykra/hamedrashvhamaasehvaykra__nikud_meteg_files.zip,https://files.dicta.org.il/hamedrashvhamaasehvaykra/hamedrashvhamaasehvaykra__ocr_data_html_files.zip,Yechezkel Livshitz,hamedrashvhamaasehvaykra,haMedrash V'Hamaaseh Vaykra
המדרש והמעשה שמות,Bible Commentaries,1906,hamedrashvhamaasehshemot,Piotrkow,https://files.dicta.org.il/hamedrashvhamaasehshemot/hamedrashvhamaasehshemot__text_files.zip,"מפרשי תנ""ך",ספריית דיקטה,"ליבשיץ, יחזקאל בן הילל אריה ליב",פיוטרקוב,,https://files.dicta.org.il/hamedrashvhamaasehshemot/hamedrashvhamaasehshemot__nikud_meteg_files.zip,https://files.dicta.org.il/hamedrashvhamaasehshemot/hamedrashvhamaasehshemot__ocr_data_html_files.zip,Yechezkel Livshitz,hamedrashvhamaasehshemot,haMedrash V'Hamaaseh Shemot
המקנה,Acharonim on Talmud Bavli,1860,hamakneh,Lamberg,https://files.dicta.org.il/hamakneh/hamakneh__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,הרב פנחס הלוי איש הורוויץ,לעמבערג,,https://files.dicta.org.il/hamakneh/hamakneh__nikud_meteg_files.zip,https://files.dicta.org.il/hamakneh/hamakneh__ocr_data_html_files.zip,Rabbi Pinchas HaLevi Horowitz,hamakneh,Ha-Makneh
המקנה - קונטרס אחרון,Commentaries on Shulchan Aruch,1860,hamaknehkuntresacharon,Lamberg,https://files.dicta.org.il/hamaknehkuntresacharon/hamaknehkuntresacharon__text_files.zip,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,הרב פנחס הלוי איש הורוויץ,לעמבערג,,https://files.dicta.org.il/hamaknehkuntresacharon/hamaknehkuntresacharon__nikud_meteg_files.zip,https://files.dicta.org.il/hamaknehkuntresacharon/hamaknehkuntresacharon__ocr_data_html_files.zip,Rabbi Pinchas HaLevi Horowitz,hamaknehkuntresacharon,Ha-Makneh – Kuntres Acharon
הפלאה - קונטרס אחרון (כתובות),Commentaries on Shulchan Aruch,1861,haflaahkuntresacharon,Warsaw,https://files.dicta.org.il/haflaahkuntresacharon/haflaahkuntresacharon__text_files.zip,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,הרב פנחס הלוי איש הורוויץ,ווארשא,,https://files.dicta.org.il/haflaahkuntresacharon/haflaahkuntresacharon__nikud_meteg_files.zip,https://files.dicta.org.il/haflaahkuntresacharon/haflaahkuntresacharon__ocr_data_html_files.zip,Rabbi Pinchas HaLevi Horowitz,haflaahkuntresacharon,Hafla’ah – Kuntres Acharon
הפלאה שבערכין,Acharonim on Talmud Bavli,1905,haflaahshebaarakhin,Vilna,https://files.dicta.org.il/haflaahshebaarakhin/haflaahshebaarakhin__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,"רבינוביץ, חיים בן יצחק אייזיק",וילנה,,https://files.dicta.org.il/haflaahshebaarakhin/haflaahshebaarakhin__nikud_meteg_files.zip,https://files.dicta.org.il/haflaahshebaarakhin/haflaahshebaarakhin__ocr_data_html_files.zip,Yitzhak Isaac Halevy (Rabinowitz),haflaahshebaarakhin,Hafla'ah ShebaArakhin
הרוקח,Halachah and Minhagim,1880,rokeach_EGT,Warsaw,https://files.dicta.org.il/rokeach/rokeach__text_files.zip,ספרי הלכה ומנהג,ספריית דיקטה,רבי אלעזר מגרמייזא,ווארשא,,https://files.dicta.org.il/rokeach/rokeach__nikud_meteg_files.zip,https://files.dicta.org.il/rokeach/rokeach__ocr_data_html_files.zip,Elazar MiGarmiza,rokeach,Rokeach
הרי בשמים,Responsa,1883,hareibesamim_EGT,Lvov,https://files.dicta.org.il/hareibesamim/hareibesamim__text_files.zip,"שו""ת",ספריית דיקטה,רבי אריה ליבש הלוי הורוויץ,לבוב,,https://files.dicta.org.il/hareibesamim/hareibesamim__nikud_meteg_files.zip,https://files.dicta.org.il/hareibesamim/hareibesamim__ocr_data_html_files.zip,"Horowitz, Aryeh Leib ben Isaac,",hareibesamim,hareibesamim
"השגות הרז""א על בעלי הנפש",Halachah and Minhagim,1912,hassagotrezahbaaleihanefesh,Vilna,https://files.dicta.org.il/hassagotrezahbaaleihanefesh/hassagotrezahbaaleihanefesh__text_files.zip,ספרי הלכה ומנהג,ספריית דיקטה,רבי זרחיה הלוי מגירונה,ווילנא,,https://files.dicta.org.il/hassagotrezahbaaleihanefesh/hassagotrezahbaaleihanefesh__nikud_meteg_files.zip,https://files.dicta.org.il/hassagotrezahbaaleihanefesh/hassagotrezahbaaleihanefesh__ocr_data_html_files.zip,Zerachiah ben Isaac ha-Levi Gerondi,hassagotrezahbaaleihanefesh,Hassagot Rezah Ba’alei Ha-Nefesh
השיב משה אבן העזר,Responsa,1866,heshivmosheevenhaezer,Lemberg,https://files.dicta.org.il/heshivmosheevenhaezer/heshivmosheevenhaezer__text_files.zip,"שו""ת",,רבי משה טייטלבוים,לעמבערג,,https://files.dicta.org.il/heshivmosheevenhaezer/heshivmosheevenhaezer__nikud_meteg_files.zip,https://files.dicta.org.il/heshivmosheevenhaezer/heshivmosheevenhaezer__ocr_data_html_files.zip,rabbi moshe teitelbaum,heshivmosheevenhaezer,Heshiv Moshe Even Haezer
השיב משה אורח חיים,Responsa,1866,heshivmosheorachchaim,Lemberg,https://files.dicta.org.il/heshivmosheorachchaim/heshivmosheorachchaim__text_files.zip,"שו""ת",,רבי משה טייטלבוים,לעמבערג,,https://files.dicta.org.il/heshivmosheorachchaim/heshivmosheorachchaim__nikud_meteg_files.zip,https://files.dicta.org.il/heshivmosheorachchaim/heshivmosheorachchaim__ocr_data_html_files.zip,rabbi moshe teitelbaum,heshivmosheorachchaim,Heshiv Moshe Orach Chaim
השיב משה חושן משפט,Responsa,1866,heshivmoshechoshenmishpat,Lemberg,https://files.dicta.org.il/heshivmoshechoshenmishpat/heshivmoshechoshenmishpat__text_files.zip,"שו""ת",,רבי משה טייטלבוים,לעמבערג,,https://files.dicta.org.il/heshivmoshechoshenmishpat/heshivmoshechoshenmishpat__nikud_meteg_files.zip,https://files.dicta.org.il/heshivmoshechoshenmishpat/heshivmoshechoshenmishpat__ocr_data_html_files.zip,rabbi moshe teitelbaum,heshivmoshechoshenmishpat,Heshiv Moshe Choshen Mishpat
השיב משה יורה דעה,Responsa,1866,heshivmosheyorehdeah,Lemberg,https://files.dicta.org.il/heshivmosheyorehdeah/heshivmosheyorehdeah__text_files.zip,"שו""ת",,רבי משה טייטלבוים,לעמבערג,,https://files.dicta.org.il/heshivmosheyorehdeah/heshivmosheyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/heshivmosheyorehdeah/heshivmosheyorehdeah__ocr_data_html_files.zip,rabbi moshe teitelbaum,heshivmosheyorehdeah,Heshiv Moshe Yoreh Deah
וידבר דוד,Responsa,1927,vayedaberdavid_EGT,Jerusalem,https://files.dicta.org.il/vayedaberdavid/vayedaberdavid__text_files.zip,"שו""ת",,רבי דוד ועקנין,ירושלים,,https://files.dicta.org.il/vayedaberdavid/vayedaberdavid__nikud_meteg_files.zip,https://files.dicta.org.il/vayedaberdavid/vayedaberdavid__ocr_data_html_files.zip,Rabbi David Vaknin,vayedaberdavid,Vayedaber David
ויוסף שאול (אלישר),Acharonim on Talmud Bavli,1942,veyosefshaulelishar,Jerusalem,https://files.dicta.org.il/veyosefshaulelishar/veyosefshaulelishar__text_files.zip,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,"אלישר, יוסף שאול",ירושלים,,https://files.dicta.org.il/veyosefshaulelishar/veyosefshaulelishar__nikud_meteg_files.zip,https://files.dicta.org.il/veyosefshaulelishar/veyosefshaulelishar__ocr_data_html_files.zip,Yosef Shaul Elishar,veyosefshaulelishar,Veyosef Shaul- Elishar
ויזרע יצחק,Bible Commentaries,1941,vayizrayitzhak,Djerba,https://files.dicta.org.il/vayizrayitzhak/vayizrayitzhak__text_files.zip,"מפרשי התנ""ך",ספריית דיקטה,רבי יצחק טייב,ג'רבה,,https://files.dicta.org.il/vayizrayitzhak/vayizrayitzhak__nikud_meteg_files.zip,https://files.dicta.org.il/vayizrayitzhak/vayizrayitzhak__ocr_data_html_files.zip,rabbi yitzchak tayeb,vayizrayitzhak,Vayizra Yitzhak
ויקרא אברהם,Responsa,1865,vayikraavraham_EGT,livorno,https://files.dicta.org.il/vayikraavraham/vayikraavraham__text_files.zip,"שו""ת",ספריית דיקטה,רבי אברהם חיים בן מסעוד חי אדאדי,ליוורנו,,https://files.dicta.org.il/vayikraavraham/vayikraavraham__nikud_meteg_files.zip,https://files.dicta.org.il/vayikraavraham/vayikraavraham__ocr_data_html_files.zip,Abraham Hayyim ben Masoud Hai Adadi,vayikraavraham,Vayikra Avraham
זה הכלל,,1865,zehaklal,livorno,https://files.dicta.org.il/zehaklal/zehaklal__text_files.zip,,ספריית דיקטה,רבי אברהם חיים בן מסעוד חי אדאדי,ליוורנו,,https://files.dicta.org.il/zehaklal/zehaklal__nikud_meteg_files.zip,https://files.dicta.org.il/zehaklal/zehaklal__ocr_data_html_files.zip,Abraham Hayyim ben Masoud Hai Adadi,zehaklal,Ze Haklal
זיו המשנה חלק א,Commentaries on the Rambam,1904,zivmishnah1_EGT,Warsaw,https://files.dicta.org.il/zivmishnah1/zivmishnah1__text_files.zip,"מפרשים וחיבורים על הרמב""ם",,רבי זאב וולף טורבוביץ,ווארשא,,https://files.dicta.org.il/zivmishnah1/zivmishnah1__nikud_meteg_files.zip,https://files.dicta.org.il/zivmishnah1/zivmishnah1__ocr_data_html_files.zip,zeev wolf Turbowitz,zivmishnah1,Ziv Mishnah part 1
זית רענן חלק א,Responsa,1851,zayitraanan1_EGT,Warsaw,https://files.dicta.org.il/zayitraanan1/zayitraanan1__text_files.zip,"שו""ת",ספרית דיקטה,רבי משה יהודה לייב זילברבגר,וורשא,,https://files.dicta.org.il/zayitraanan1/zayitraanan1__nikud_meteg_files.zip,https://files.dicta.org.il/zayitraanan1/zayitraanan1__ocr_data_html_files.zip,Moshe Yehudah Leib Zilberberg,zayitraanan1,Zayit Raanan part 1
זית רענן חלק ב,Responsa,1851,zayitraanan2_EGT,Warsaw,https://files.dicta.org.il/zayitraanan2/zayitraanan2__text_files.zip,"שו""ת",ספרית דיקטה,רבי משה יהודה לייב זילברבגר,וורשא,,https://files.dicta.org.il/zayitraanan2/zayitraanan2__nikud_meteg_files.zip,https://files.dicta.org.il/zayitraanan2/zayitraanan2__ocr_data_html_files.zip,Moshe Yehudah Leib Zilberberg,zayitraanan2,Zayit Raanan part 2
זכותא דאברהם,Others,1895,zechutadeavraham,Warsaw,https://files.dicta.org.il/zechutadeavraham/zechutadeavraham__text_files.zip,נושאים שונים,ספריית דיקטה,ר' אברהם לנדא מצ'כנוב,וורשה,,https://files.dicta.org.il/zechutadeavraham/zechutadeavraham__nikud_meteg_files.zip,https://files.dicta.org.il/zechutadeavraham/zechutadeavraham__ocr_data_html_files.zip,Abraham ben Raphael Landau,zechutadeavraham,Zechuta deAvraham
"זכותא דאברהם (רמב""ם)",Commentaries on the Rambam,1895,zechutadeavrahamrambam_EGT,Warsaw,https://files.dicta.org.il/zechutadeavrahamrambam/zechutadeavrahamrambam__text_files.zip,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' אברהם לנדא מצ'כנוב,וורשה,,https://files.dicta.org.il/zechutadeavrahamrambam/zechutadeavrahamrambam__nikud_meteg_files.zip,https://files.dicta.org.il/zechutadeavrahamrambam/zechutadeavrahamrambam__ocr_data_html_files.zip,rabbi avraham Landa,zechutadeavrahamrambam,Zechuta De-Avraham (Rambam)
